task_id,package,function_name,level,contract_status,status_reasons,current_status,current_tier,simple_status,simple_tier,expected_artifacts_task_json,artifacts_written_by_solution,artifacts_compared_by_current_eval,artifacts_compared_by_simple_eval,input_files_declared,input_files_read_by_solution,input_files_previewed_current,functions_called_by_solution,functions_requested_by_task_prompt,uses_internal_helper,uses_hidden_in_script_data,result_assignment_count,overwrites_result,fixture_semantic_flags,task_dir
pharmaverse/aNCA/detect_study_types,aNCA,detect_study_types,L2,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,NO_OUTPUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,inputs/data.tsv; inputs/groups.tsv; inputs/metabfl_column.tsv; inputs/route_column.tsv; inputs/volume_column.tsv,inputs/data.tsv; inputs/groups.tsv; inputs/metabfl_column.tsv; inputs/route_column.tsv; inputs/volume_column.tsv,inputs/data.tsv; inputs/groups.tsv; inputs/metabfl_column.tsv; inputs/route_column.tsv; inputs/volume_column.tsv,,aNCA::detect_study_types,True,False,3,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/detect_study_types
pharmaverse/aNCA/dose_profile_duplicates,aNCA,dose_profile_duplicates,L3,C_REPAIR_FIXTURE,clinical_placeholders; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,inputs/afrlt.tsv; inputs/arrlt.tsv; inputs/conc_data.tsv; inputs/dosno.tsv; inputs/groups.tsv; inputs/nfrlt.tsv; inputs/nrrlt.tsv,inputs/afrlt.tsv; inputs/arrlt.tsv; inputs/conc_data.tsv; inputs/dosno.tsv; inputs/groups.tsv; inputs/nfrlt.tsv; inputs/nrrlt.tsv,,aNCA::dose_profile_duplicates,True,False,3,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/dose_profile_duplicates
pharmaverse/aNCA/error_plot,aNCA,error_plot,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; task_json_expected_artifact_not_compared_in_results; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/msg.tsv,inputs/msg.tsv,inputs/msg.tsv,,aNCA::error_plot,True,False,1,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/error_plot
pharmaverse/aNCA/exploration_individualplot,aNCA,exploration_individualplot,L3,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; scalarish_input_has_complex_placeholder:labels_df.tsv; task_json_expected_artifact_not_compared_in_results; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/color_by.tsv; inputs/facet_by.tsv; inputs/filtering_list.tsv; inputs/labels_df.tsv; inputs/palette.tsv; inputs/pknca_data.tsv; inputs/show_dose.tsv; inputs/show_facet_n.tsv; inputs/show_legend.tsv; inputs/threshold_value.tsv; inputs/tooltip_vars.tsv; inputs/use_time_since_last_dose.tsv; inputs/x_limits.tsv; inputs/y_limits.tsv; inputs/ylog_scale.tsv,inputs/color_by.tsv; inputs/facet_by.tsv; inputs/filtering_list.tsv; inputs/labels_df.tsv; inputs/palette.tsv; inputs/pknca_data.tsv; inputs/show_dose.tsv; inputs/show_facet_n.tsv; inputs/show_legend.tsv; inputs/threshold_value.tsv; inputs/tooltip_vars.tsv; inputs/use_time_since_last_dose.tsv; inputs/x_limits.tsv; inputs/y_limits.tsv; inputs/ylog_scale.tsv,inputs/color_by.tsv; inputs/facet_by.tsv; inputs/filtering_list.tsv; inputs/labels_df.tsv; inputs/palette.tsv; inputs/pknca_data.tsv; inputs/show_dose.tsv; inputs/show_facet_n.tsv; inputs/show_legend.tsv; inputs/threshold_value.tsv; inputs/tooltip_vars.tsv; inputs/use_time_since_last_dose.tsv; inputs/x_limits.tsv; inputs/y_limits.tsv; inputs/ylog_scale.tsv,ggplot2::geom_blank; ggplot2::ggplot,aNCA::exploration_individualplot,True,False,3,False,clinical_placeholders; scalarish_input_has_complex_placeholder:labels_df.tsv; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/exploration_individualplot
pharmaverse/aNCA/exploration_meanplot,aNCA,exploration_meanplot,L3,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; task_json_expected_artifact_not_compared_in_results; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/ci.tsv; inputs/pknca_data.tsv; inputs/sd_max.tsv; inputs/sd_min.tsv; inputs/tooltip_vars.tsv; inputs/x_limits.tsv; inputs/y_limits.tsv,inputs/ci.tsv; inputs/sd_max.tsv; inputs/sd_min.tsv; inputs/tooltip_vars.tsv; inputs/x_limits.tsv; inputs/y_limits.tsv,inputs/ci.tsv; inputs/pknca_data.tsv; inputs/sd_max.tsv; inputs/sd_min.tsv; inputs/tooltip_vars.tsv; inputs/x_limits.tsv; inputs/y_limits.tsv,ggplot2::geom_blank; ggplot2::ggplot,aNCA::exploration_meanplot,True,False,1,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/exploration_meanplot
pharmaverse/aNCA/filter_breaks,aNCA,filter_breaks,L2,D_QUARANTINE_CONTRACT,result_overwrite_or_echo_suspected; uses_internal_helper_or_namespace_access,NO_OUTPUT,exec_fail,NO_OUTPUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/axis.tsv; inputs/breaks.tsv; inputs/min_cm_distance.tsv,inputs/axis.tsv; inputs/breaks.tsv; inputs/min_cm_distance.tsv; inputs/plot.tsv,inputs/axis.tsv; inputs/breaks.tsv; inputs/min_cm_distance.tsv; inputs/plot.tsv,,aNCA::filter_breaks,True,False,2,True,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/filter_breaks
pharmaverse/aNCA/filter_by_list,aNCA,filter_by_list,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; result_overwrite_or_echo_suspected; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/data.tsv; inputs/filtering_list.tsv,inputs/data.tsv; inputs/filtering_list.tsv,inputs/data.tsv; inputs/filtering_list.tsv,,aNCA::filter_by_list,True,False,4,True,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/filter_by_list
pharmaverse/aNCA/finalize_meanplot,aNCA,finalize_meanplot,L3,D_QUARANTINE_CONTRACT,clinical_placeholders; derivation_placeholders; evaluator_compares_artifact_not_in_task_json; uses_internal_helper_or_namespace_access,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/result.rds; outputs/summary.csv,inputs/ci.tsv; inputs/color_by.tsv; inputs/plot.tsv; inputs/sd_max.tsv; inputs/sd_min.tsv; inputs/x_var.tsv; inputs/y_var.tsv,inputs/ci.tsv; inputs/color_by.tsv; inputs/plot.tsv; inputs/sd_max.tsv; inputs/sd_min.tsv; inputs/x_var.tsv; inputs/y_var.tsv,inputs/ci.tsv; inputs/color_by.tsv; inputs/plot.tsv; inputs/sd_max.tsv; inputs/sd_min.tsv; inputs/x_var.tsv; inputs/y_var.tsv,ggplot2::aes; ggplot2::geom_point; ggplot2::ggplot; ggplot2::ggplot_build,aNCA::finalize_meanplot,True,False,2,False,clinical_placeholders; derivation_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/finalize_meanplot
pharmaverse/aNCA/find_common_prefix,aNCA,find_common_prefix,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json,TIMEOUT,exec_fail,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/summary.csv,inputs/strings.tsv,inputs/strings.tsv,inputs/strings.tsv,,aNCA::find_common_prefix,False,False,6,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/find_common_prefix
pharmaverse/aNCA/format_pkncadata_intervals,aNCA,format_pkncadata_intervals,L2,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; scalarish_input_has_complex_placeholder:keep_interval_cols.tsv; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/keep_interval_cols.tsv; inputs/pknca_conc.tsv; inputs/pknca_dose.tsv; inputs/start_from_last_dose.tsv,inputs/keep_interval_cols.tsv; inputs/pknca_conc.tsv; inputs/pknca_dose.tsv; inputs/start_from_last_dose.tsv,inputs/keep_interval_cols.tsv; inputs/pknca_conc.tsv; inputs/pknca_dose.tsv; inputs/start_from_last_dose.tsv,,PKNCA::PKNCAdata; aNCA::format_pkncadata_intervals,True,False,2,False,clinical_placeholders; scalarish_input_has_complex_placeholder:keep_interval_cols.tsv,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/format_pkncadata_intervals
pharmaverse/aNCA/format_unit_string,aNCA,format_unit_string,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; scalarish_input_has_complex_placeholder:unit_var.tsv; unit_input_has_non_unit_values:unit_var.tsv; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/data.tsv; inputs/unit_var.tsv,inputs/data.tsv; inputs/unit_var.tsv,inputs/data.tsv; inputs/unit_var.tsv,,aNCA::format_unit_string,True,False,2,False,clinical_placeholders; scalarish_input_has_complex_placeholder:unit_var.tsv; unit_input_has_non_unit_values:unit_var.tsv; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/format_unit_string
pharmaverse/aNCA/g_lineplot,aNCA,g_lineplot,L3,D_QUARANTINE_CONTRACT,clinical_placeholders; derivation_placeholders; evaluator_compares_artifact_not_in_task_json; scalarish_input_has_complex_placeholder:color_labels.tsv; scalarish_input_has_complex_placeholder:labels_df.tsv; scalarish_input_has_complex_placeholder:y_unit.tsv; unit_input_has_non_unit_values:x_unit.tsv; unit_input_has_non_unit_values:y_unit.tsv; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,inputs/color_by.tsv; inputs/color_labels.tsv; inputs/data.tsv; inputs/facet_by.tsv; inputs/facet_count_n.tsv; inputs/group_by.tsv; inputs/labels_df.tsv; inputs/palette.tsv; inputs/show_legend.tsv; inputs/threshold_value.tsv; inputs/tooltip_vars.tsv; inputs/vline_var.tsv; inputs/x_limits.tsv; inputs/x_unit.tsv; inputs/x_var.tsv; inputs/y_limits.tsv; inputs/y_unit.tsv; inputs/y_var.tsv; inputs/ylog_scale.tsv,inputs/color_by.tsv; inputs/color_labels.tsv; inputs/data.tsv; inputs/facet_by.tsv; inputs/facet_count_n.tsv; inputs/group_by.tsv; inputs/labels_df.tsv; inputs/palette.tsv; inputs/show_legend.tsv; inputs/threshold_value.tsv; inputs/tooltip_vars.tsv; inputs/vline_var.tsv; inputs/x_limits.tsv; inputs/x_unit.tsv; inputs/x_var.tsv; inputs/y_limits.tsv; inputs/y_unit.tsv; inputs/y_var.tsv; inputs/ylog_scale.tsv,inputs/color_by.tsv; inputs/color_labels.tsv; inputs/data.tsv; inputs/facet_by.tsv; inputs/facet_count_n.tsv; inputs/group_by.tsv; inputs/labels_df.tsv; inputs/palette.tsv; inputs/show_legend.tsv; inputs/threshold_value.tsv; inputs/tooltip_vars.tsv; inputs/vline_var.tsv; inputs/x_limits.tsv; inputs/x_unit.tsv; inputs/x_var.tsv; inputs/y_limits.tsv; inputs/y_unit.tsv; inputs/y_var.tsv; inputs/ylog_scale.tsv,ggplot2::aes; ggplot2::geom_point; ggplot2::ggplot,aNCA::g_lineplot,True,False,2,False,clinical_placeholders; derivation_placeholders; scalarish_input_has_complex_placeholder:color_labels.tsv; scalarish_input_has_complex_placeholder:labels_df.tsv; scalarish_input_has_complex_placeholder:y_unit.tsv; unit_input_has_non_unit_values:x_unit.tsv; unit_input_has_non_unit_values:y_unit.tsv; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/g_lineplot
pharmaverse/aNCA/g_pkcg01_lin,aNCA,g_pkcg01_lin,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,inputs/data.tsv,inputs/data.tsv,inputs/data.tsv,ggplot2::aes; ggplot2::geom_point; ggplot2::ggplot,aNCA::g_pkcg01_lin,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/g_pkcg01_lin
pharmaverse/aNCA/g_pkcg01_log,aNCA,g_pkcg01_log,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,inputs/data.tsv,inputs/data.tsv,inputs/data.tsv,ggplot2::aes; ggplot2::geom_point; ggplot2::ggplot,aNCA::g_pkcg01_log,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/g_pkcg01_log
pharmaverse/aNCA/g_pkcg02_lin,aNCA,g_pkcg02_lin,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,inputs/data.tsv,inputs/data.tsv,inputs/data.tsv,ggplot2::aes; ggplot2::geom_point; ggplot2::ggplot,aNCA::g_pkcg02_lin,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/g_pkcg02_lin
pharmaverse/aNCA/g_pkcg02_log,aNCA,g_pkcg02_log,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,inputs/data.tsv,inputs/data.tsv,inputs/data.tsv,ggplot2::aes; ggplot2::geom_point; ggplot2::ggplot,aNCA::g_pkcg02_log,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/g_pkcg02_log
pharmaverse/aNCA/g_pkcg03_lin,aNCA,g_pkcg03_lin,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,inputs/data.tsv,inputs/data.tsv,inputs/data.tsv,ggplot2::aes; ggplot2::geom_point; ggplot2::ggplot,aNCA::g_pkcg03_lin,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/g_pkcg03_lin
pharmaverse/aNCA/g_pkcg03_log,aNCA,g_pkcg03_log,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,inputs/data.tsv,inputs/data.tsv,inputs/data.tsv,ggplot2::aes; ggplot2::geom_point; ggplot2::ggplot,aNCA::g_pkcg03_log,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/g_pkcg03_log
pharmaverse/aNCA/generate_pre_specs,aNCA,generate_pre_specs,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; task_json_expected_artifact_not_compared_in_results; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/cdisc_data.tsv; inputs/datasets.tsv,inputs/cdisc_data.tsv; inputs/datasets.tsv,inputs/cdisc_data.tsv; inputs/datasets.tsv,,aNCA::generate_pre_specs,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/generate_pre_specs
pharmaverse/aNCA/generate_tooltip_text,aNCA,generate_tooltip_text,L2,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; scalarish_input_has_complex_placeholder:labels_df.tsv; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,NO_OUTPUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,inputs/data.tsv; inputs/labels_df.tsv; inputs/tooltip_vars.tsv; inputs/type.tsv,inputs/data.tsv; inputs/labels_df.tsv; inputs/tooltip_vars.tsv; inputs/type.tsv,inputs/data.tsv; inputs/labels_df.tsv; inputs/tooltip_vars.tsv; inputs/type.tsv,,aNCA::generate_tooltip_text,True,False,2,False,clinical_placeholders; scalarish_input_has_complex_placeholder:labels_df.tsv; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/generate_tooltip_text
